lon,lat
-124.06939999999997,40.045300000000054
-124.06059999999997,40.032200000000046
-124.04669999999999,40.01400000000007
-124.03539999999998,39.99550000000005
-124.02679999999998,39.971700000000055
-124.01829999999995,39.95040000000006
-124.01069999999999,39.92430000000007
-124.00289999999995,39.89560000000006
-123.99689999999998,39.86650000000003
-123.99409999999995,39.825600000000065
-123.99509999999998,39.80780000000004
-123.99759999999998,39.78100000000006
-123.99959999999999,39.761900000000026
-123.99939999999998,39.74690000000004
-123.99919999999997,39.72810000000004
-123.99849999999998,39.71190000000007
-123.99749999999995,39.695100000000025
-123.99649999999997,39.68080000000003
-123.99309999999997,39.66470000000004
-123.99139999999994,39.655500000000075
-123.98329999999999,39.620400000000075
-123.97279999999995,39.582100000000025
-123.96219999999994,39.542700000000025
-123.9536,39.50950000000006
-123.94109999999995,39.46040000000005
-123.92789999999997,39.41850000000005
-123.91399999999999,39.382400000000075
-123.89829999999995,39.34140000000008
-123.88619999999997,39.30230000000006
-123.87429999999995,39.269400000000076
-123.85399999999998,39.229100000000074
-123.82899999999995,39.18880000000007
-123.81009999999998,39.16100000000006
-123.77999999999997,39.12020000000007
-123.75379999999996,39.08450000000005
-123.72419999999994,39.039300000000026
-123.70479999999998,39.01070000000004
-123.69339999999994,38.99670000000003
-123.66749999999996,38.96150000000006
-123.63839999999999,38.92760000000004
-123.60219999999998,38.88490000000007
-123.55969999999996,38.842700000000036
-123.50899999999996,38.78770000000003
-123.46879999999999,38.741400000000056
-123.42179999999996,38.69540000000006
-123.37239999999997,38.64420000000007
-123.32969999999995,38.60130000000004
-123.28469999999999,38.55490000000003
-123.23509999999999,38.50830000000008
-123.19019999999995,38.46330000000006
-123.15419999999995,38.42730000000006
-123.11899999999997,38.39260000000007
-123.07229999999998,38.34090000000003
-123.03229999999996,38.29570000000007
-122.98349999999999,38.248200000000054
-122.93379999999996,38.19530000000003
-122.90249999999997,38.15840000000003
-122.86849999999998,38.11990000000003
-122.83829999999995,38.08400000000006
-122.79719999999998,38.03570000000008
-122.7661,38.00130000000007
-122.72339999999997,37.95850000000007
-122.68069999999994,37.91080000000005
-122.64349999999996,37.87280000000004
-122.61899999999997,37.853800000000035
-122.59949999999998,37.82230000000004
-122.58129999999994,37.78800000000007
-122.55969999999996,37.74580000000003
-122.53549999999996,37.71280000000007
-122.50969999999995,37.68490000000003
-122.47509999999994,37.649200000000064
-122.44999999999999,37.618400000000065
-122.41619999999995,37.58450000000005
-122.38219999999995,37.54660000000007
-122.35219999999998,37.515100000000075
-122.32299999999998,37.47500000000008
-122.29409999999996,37.45330000000007
-122.26089999999999,37.41130000000004
-122.22869999999995,37.37730000000005
-122.19869999999997,37.344700000000046
-122.16209999999995,37.308200000000056
-122.12179999999995,37.27550000000008
-122.07989999999995,37.24150000000003
-122.03849999999994,37.211100000000044
-122.00459999999998,37.18080000000003
-121.96429999999998,37.151200000000074
-121.94169999999997,37.12960000000004
-121.89739999999995,37.09980000000007
-121.85799999999995,37.074200000000076
-121.81839999999994,37.05170000000004
-121.77869999999996,37.02960000000007
-121.74339999999995,37.00440000000003
-121.71149999999994,36.97420000000005
-121.68159999999995,36.95160000000004
-121.64279999999997,36.921800000000076
-121.60439999999994,36.894400000000076
-121.56519999999995,36.86970000000008
-121.52249999999998,36.83780000000007
-121.47549999999995,36.80630000000008
-121.42469999999997,36.771600000000035
-121.37379999999996,36.741300000000024
-121.32809999999995,36.71220000000005
-121.28529999999995,36.67840000000007
-121.24669999999998,36.64960000000008
-121.19129999999996,36.60470000000004
-121.14179999999999,36.56430000000006
-121.11189999999999,36.53670000000005
-121.07079999999996,36.49670000000003
-121.03159999999997,36.456200000000024
-121.00399999999996,36.426600000000064
-120.96689999999995,36.39040000000006
-120.92659999999995,36.35480000000007
-120.87999999999994,36.31280000000004
-120.83189999999996,36.268200000000036
-120.80369999999999,36.23700000000008
-120.77219999999994,36.21330000000006
-120.73689999999999,36.17510000000004
-120.70049999999998,36.14280000000008
-120.66929999999996,36.11320000000006
-120.63279999999997,36.07860000000005
-120.60399999999998,36.05000000000007
-120.57199999999995,36.02150000000006
-120.53219999999999,35.983600000000024
-120.49459999999999,35.94990000000007
-120.46119999999996,35.917700000000025
-120.41329999999999,35.87660000000005
-120.37429999999995,35.843200000000024
-120.33769999999998,35.80560000000003
-120.30859999999996,35.76610000000005
-120.28639999999996,35.730200000000025
-120.26569999999998,35.70890000000003
-120.22969999999998,35.67620000000005
-120.20159999999998,35.64970000000005
-120.16669999999999,35.61900000000003
-120.12399999999997,35.58010000000007
-120.08439999999996,35.543900000000065
-120.04859999999996,35.51210000000003
-120.01979999999998,35.477400000000046
-119.98669999999998,35.442000000000064
-119.95279999999997,35.41110000000003
-119.91789999999997,35.37330000000003
-119.88269999999994,35.333300000000065
-119.84429999999998,35.29580000000004
-119.80669999999998,35.26500000000004
-119.76969999999994,35.230800000000045
-119.72569999999996,35.19540000000006
-119.68559999999997,35.162000000000035
-119.63199999999995,35.11540000000008
-119.58639999999997,35.08060000000006
-119.53869999999995,35.04110000000003
-119.48939999999999,35.003900000000044
-119.47109999999998,34.98740000000004
-119.45409999999998,34.976000000000056
-119.43629999999996,34.963400000000036
-119.41639999999995,34.95250000000004
-119.38889999999998,34.93700000000007
-119.36689999999999,34.92870000000005
-119.34559999999999,34.919800000000066
-119.32309999999995,34.91270000000003
-119.30429999999996,34.906600000000026
-119.27979999999997,34.90030000000007
-119.25679999999994,34.89420000000007
-119.22859999999997,34.88500000000005
-119.20409999999998,34.88080000000008
-119.17669999999998,34.87530000000004
-119.15159999999997,34.87220000000008
-119.13229999999999,34.870400000000075
-119.09959999999995,34.86770000000007
-119.06859999999995,34.85940000000005
-119.04539999999997,34.85310000000004
-119.02969999999999,34.84700000000004
-118.99779999999998,34.840100000000064
-118.96869999999996,34.838100000000054
-118.94399999999996,34.835600000000056
-118.90809999999999,34.83020000000005
-118.86819999999994,34.81940000000003
-118.83259999999996,34.810700000000054
-118.79639999999995,34.803000000000054
-118.74659999999994,34.793600000000026
-118.68179999999995,34.77120000000008
-118.63519999999994,34.75840000000005
-118.58879999999999,34.74520000000007
-118.54429999999996,34.73100000000005
-118.48949999999996,34.714800000000025
-118.43399999999997,34.69240000000008
-118.36979999999994,34.674000000000035
-118.30829999999997,34.65700000000004
-118.24489999999997,34.63310000000007
-118.18939999999998,34.61090000000007
-118.13129999999995,34.587600000000066
-118.08039999999994,34.566400000000044
-118.01499999999999,34.54070000000007
-117.96959999999996,34.52290000000005
-117.91229999999996,34.498800000000074
-117.85409999999996,34.472500000000025
-117.79229999999995,34.44190000000003
-117.74449999999996,34.42290000000003
-117.68559999999997,34.39970000000005
-117.63049999999998,34.379000000000076
-117.57979999999998,34.36120000000005
-117.53119999999996,34.34260000000006
-117.48809999999997,34.32050000000004
-117.48909999999995,34.32120000000003
-117.42879999999997,34.289000000000044
-117.37809999999996,34.26460000000003
-117.32619999999997,34.234200000000044
-117.29129999999998,34.21620000000007
-117.24779999999998,34.19450000000006
-117.18149999999997,34.176900000000046
-117.13549999999998,34.16640000000007
-117.08599999999996,34.15540000000004
-117.03079999999994,34.144900000000064
-116.98739999999998,34.131500000000074
-116.93889999999999,34.11910000000006
-116.89779999999996,34.10600000000005
-116.84129999999999,34.09780000000006
-116.7935,34.08920000000006
-116.75769999999994,34.09030000000007
-116.71809999999999,34.08630000000005
-116.67979999999994,34.077000000000055
-116.63889999999998,34.06510000000003
-116.59279999999995,34.043300000000045
-116.55769999999995,34.02470000000005
-116.50539999999995,33.996800000000064
-116.45689999999996,33.96070000000003
-116.41649999999998,33.93190000000004
-116.37529999999998,33.90450000000004
-116.33299999999997,33.873500000000035
-116.28729999999996,33.83460000000008
-116.25889999999998,33.813000000000045
-116.21599999999995,33.78290000000004
-116.19629999999995,33.745100000000036
-116.16839999999996,33.72560000000004
-116.13549999999998,33.69750000000005
-116.11169999999998,33.67510000000004
-116.09819999999996,33.66470000000004
-116.09109999999998,33.65940000000006
-116.08319999999998,33.652300000000025
-116.06299999999999,33.63620000000003
-116.04419999999999,33.62340000000006
-116.02799999999996,33.611500000000035
-116.02179999999998,33.605000000000075
-116.01349999999996,33.60430000000002
-115.99629999999996,33.59370000000007
-115.97229999999996,33.57580000000007
-115.95909999999998,33.560700000000054
-115.94609999999994,33.547600000000045
-115.94249999999994,33.54180000000002
-115.94069999999999,33.52490000000006
-115.92709999999994,33.50920000000008
-115.90909999999997,33.49810000000008
-115.90489999999994,33.494200000000035
-115.87829999999997,33.46620000000007
-115.85349999999994,33.44880000000006
-115.83569999999997,33.433200000000056
-115.81379999999996,33.41420000000005
-115.79699999999997,33.40500000000003
-115.77659999999997,33.39140000000003
-115.75829999999996,33.37910000000005
-115.73419999999999,33.36600000000004
-115.72259999999994,33.35760000000005
-115.71579999999994,33.34080000000006
